0,3,(177,0.57015810874221828),(61,0.88034103720982948),(179,1.0402550282749901)
1,3,(677,0.81573755491797117),(521,0.83809313891152915),(217,0.87012746339210312)
2,3,(422,1.1155124201846507),(940,1.6975661496967134),(527,1.7303781301229637)
3,3,(501,1.0531896828682268),(392,1.465614077832476),(814,1.5694307867274264)
4,3,(522,1.2204805619956194),(814,1.3745128474770496),(737,1.4687446765069279)
5,3,(685,1.3415023420280936),(87,1.6261186029603349),(829,1.8010754440606191)
6,3,(786,0.47220649245717455),(928,0.84024275146412475),(46,0.9911446884024393)
7,3,(511,1.0102281309822363),(815,1.0869880704972741),(730,1.2684467860442386)
8,3,(987,0.99577265216528454),(211,1.0130894633697349),(816,1.0405953015949965)
9,3,(320,0.054198305271266643),(35,0.83360424589591964),(125,0.88570020135061678)
10,3,(964,0.6552986905868039),(462,0.65563974100128641),(623,0.74164596841799368)
11,3,(504,0.93008664068686775),(922,1.0157661628533883),(593,1.0735446248458771)
12,3,(405,0.56727921995678177),(480,0.7147990384208267),(540,0.89742116715997478)
13,3,(179,0.39041057974409016),(838,0.62837271138612483),(823,0.67792803618093522)
14,3,(155,0.31669717275053),(746,0.61013613157805324),(531,0.73914577783465496)
15,3,(166,0.56086523803264998),(466,0.68094430066503453),(414,0.71926802709713966)
16,3,(149,0.36147435102571479),(803,0.57783420298894972),(773,0.60656109609800324)
17,3,(212,1.8459749516632702),(740,2.0666509136805002),(556,2.2298772366639152)
18,3,(378,1.0627447093578264),(988,1.2153990555254242),(702,1.2232672356373602)
19,3,(716,0.90446266946591858),(895,0.96446158497349355),(791,1.1685932348658503)
20,3,(206,0.56765563580449174),(379,0.87466017916526351),(246,0.88156687994101546)
21,3,(709,1.4009889588633837),(731,1.4413800118271864),(905,1.4667121758563617)
22,3,(581,1.2828267426464528),(617,1.3451046365916222),(693,1.3471708410558696)
23,3,(999,1.0184298820352116),(537,1.1720601807141633),(478,1.3328642052299227)
24,3,(792,1.2390066378270856),(385,1.3130060684087743),(726,1.5077390446584571)
25,3,(260,0.96795786913057058),(60,1.1746818691262721),(109,1.196630972045126)
26,3,(997,0.81547276776170707),(440,1.3411589808220332),(843,1.3614473458716663)
27,3,(975,1.9307984056276595),(427,2.0146274371942932),(757,2.1114321278313852)
28,3,(447,0.36004928547846998),(498,0.7426368082683894),(233,0.78211633881435016)
29,3,(813,1.3502043895211955),(701,1.7205982231869579),(973,1.8051819066311094)
30,3,(449,1.3419270790048585),(50,1.3672108575211102),(799,1.3876570835153759)
31,3,(208,0.34500199093154321),(143,0.53896627710744704),(260,0.77299218788150237)
32,3,(107,0.75584740966275588),(384,1.0535646700764958),(671,1.0694918338874926)
33,3,(283,0.78898378820801773),(354,0.8498923753724712),(584,0.87796533115718822)
34,3,(604,0.99810873554112933),(383,1.0568468264797461),(663,1.0792561367765503)
35,3,(9,0.847637367446888),(320,0.84813258038845274),(966,0.98475268215557576)
36,3,(599,1.6610370958608243),(304,1.6955616069279551),(511,2.1234613244862)
37,3,(49,0.8990027358742797),(358,1.0034275860395852),(222,1.0968245831181946)
38,3,(626,0.45644921592958676),(390,0.63858443382328156),(248,0.78472125422426586)
39,3,(762,0.55899621115408982),(708,0.67120890113118226),(201,0.69588692516984141)
40,3,(942,0.63470093564914931),(625,0.71358402569992541),(877,0.93740515602451757)
41,3,(965,0.81362278614336758),(435,0.8378706773731277),(632,1.0048877655027106)
42,3,(790,1.0344864699949432),(737,1.0515410843714437),(529,1.2758680311968609)
43,3,(802,1.0382762078579466),(118,1.3204845192972066),(736,1.3726662674619763)
44,3,(701,0.72656923338741852),(75,1.4611610728482656),(293,1.5047752482094743)
45,3,(379,0.83358797155513975),(546,0.97254494916528278),(324,0.97354306242937416)
46,3,(164,0.45053886633095974),(476,0.49429974055259845),(928,0.52556865129697949)
47,3,(804,1.2869192970761492),(751,1.4350573183520925),(342,1.4671297083162305)
48,3,(772,1.4380690681411916),(867,1.4670187108390251),(371,1.4681036068831823)
49,3,(358,0.5866775450319115),(102,0.91164545817307474),(508,0.91312076390849306)
