1,3,(150,2.85509),(157,3.16747),(186,3.3744)
2,3,(166,4.35563),(94,6.36587),(11,6.91899)
3,3,(145,2.34733),(171,2.64191),(191,2.82327)
4,3,(176,1.86339),(172,2.99357),(195,3.36684)
5,3,(217,2.52866),(214,2.8576),(216,3.07876)
6,3,(198,3.53267),(199,4.50072),(200,4.79163)
7,3,(296,1.57463),(339,2.4837),(355,2.51409)
8,3,(217,3.49657),(218,4.10057),(291,5.04185)
9,3,(280,0.747937),(10,2.14575),(282,2.16415)
10,3,(220,1.44444),(280,1.93115),(309,2.12258)
11,3,(64,0.293333),(33,5.33721),(40,5.37085)
12,3,(186,2.42737),(187,2.55682),(178,3.19464)
13,3,(76,3.82023),(97,4.28208),(65,4.29941)
14,3,(40,4.64864),(341,5.37267),(324,5.99058)
15,3,(66,1.46413),(192,3.74184),(303,3.99672)
16,3,(68,0.253333),(107,2.42756),(90,3.58127)
17,3,(65,3.17059),(76,3.60544),(97,3.60564)
18,3,(194,3.59865),(195,4.03904),(67,4.21027)
19,3,(313,4.95527),(51,5.60444),(316,5.84208)
20,3,(228,3.91347),(148,4.79032),(224,5.08479)
21,3,(48,9.8769),(27,11.3105),(72,12.0295)
22,3,(182,6.03067),(198,7.05157),(184,7.79744)
23,3,(7,6.96735),(296,7.56852),(20,7.67314)
24,3,(315,4.07119),(313,4.34031),(253,4.3415)
25,3,(343,2.18845),(355,2.75568),(335,2.77279)
26,3,(318,4.18006),(292,7.13471),(357,7.4616)
27,3,(348,9.76664),(269,10.4421),(345,10.832)
28,3,(93,4.3534),(223,4.60948),(354,5.07402)
29,3,(82,6.65016),(76,6.65036),(84,6.82943)
30,3,(328,2.36347),(145,3.51189),(115,4.25639)
31,3,(277,3.52795),(276,4.01536),(67,5.39207)
32,3,(17,4.33987),(196,4.53879),(12,4.97977)
33,3,(64,5.25721),(11,5.33721),(353,5.95902)
34,3,(14,6.14413),(62,6.34351),(40,7.83911)
35,3,(130,3.99132),(9,4.91553),(161,5.14445)
36,3,(17,4.416),(92,5.34572),(71,6.04404)
37,3,(328,4.17434),(316,5.32874),(314,5.36003)
38,3,(361,4.0192),(12,4.20045),(186,4.52383)
39,3,(314,4.64834),(95,4.92358),(315,5.21502)
40,3,(206,4.64504),(14,4.64864),(210,5.04104)
41,3,(42,4.24819),(361,4.88794),(90,5.00088)
42,3,(90,2.06372),(44,2.50103),(362,3.87635)
43,3,(53,4.96473),(306,5.35058),(305,6.46064)
44,3,(42,2.50103),(90,3.84475),(362,4.13571)
45,3,(299,2.51634),(55,4.8937),(129,5.38976)
46,3,(95,2.54247),(115,2.66973),(288,3.08801)
47,3,(130,3.51069),(304,4.22296),(282,4.36616)
48,3,(100,7.92847),(44,9.78299),(267,9.79232)
49,3,(159,5.91034),(280,6.28259),(282,6.36663)
50,3,(58,4.68567),(156,4.74699),(288,5.0416)
51,3,(95,3.97103),(115,4.2509),(314,4.40627)
52,3,(90,5.35922),(42,7.31628),(362,7.4763)
53,3,(209,4.7336),(43,4.96473),(207,5.02982)
54,3,(311,6.188),(310,7.0058),(305,7.75025)
55,3,(296,2.57354),(201,2.83639),(7,3.06518)
56,3,(310,5.7635),(311,6.10865),(336,6.90715)
57,3,(60,3.94834),(97,4.0428),(83,4.16106)
58,3,(95,2.36515),(288,3.00121),(115,3.62843)
