1,8,(5,8.67802),(315,13.1036),(156,13.6574),(424,14.1295),(108,14.4602),(93,14.5443),(227,14.5749),(32,15.0351)
2,8,(326,7.39858),(202,7.99048),(48,8.0944),(156,8.21782),(221,8.2435),(108,8.39158),(265,8.48415),(149,8.52608)
3,8,(364,19.8502),(267,20.9611),(345,21.4355),(356,21.845),(10,22.2962),(341,22.4074),(264,22.4381),(271,22.5728)
4,8,(152,11.7184),(41,12.5507),(344,12.6026),(156,13.1752),(439,13.4289),(28,13.6179),(64,13.707),(182,13.839)
5,8,(1,8.39231),(315,10.5197),(93,11.8812),(424,12.2246),(269,12.3627),(283,13.0675),(241,13.5096),(207,13.5183)
6,8,(306,18.1682),(197,19.3497),(114,19.7868),(385,20.1753),(333,20.4398),(212,22.2151),(356,22.2531),(235,22.3978)
7,8,(8,7.2337),(66,7.38461),(166,7.63747),(63,8.08361),(133,8.14084),(196,8.50423),(49,8.97402),(274,9.05741)
8,8,(7,7.2337),(264,8.1981),(196,8.58257),(166,8.58651),(66,8.91995),(225,9.28523),(288,9.3732),(63,9.5474)
9,8,(310,9.04991),(63,9.23415),(135,9.8424),(318,10.5238),(16,10.5248),(49,10.5592),(7,10.5998),(391,10.7716)
10,8,(267,7.89838),(264,8.11626),(338,8.22472),(120,8.74519),(271,9.2424),(288,9.43203),(440,9.98576),(178,10.2454)
11,8,(241,12.2158),(356,12.5196),(259,12.7815),(395,13.3213),(288,13.4126),(169,13.6966),(55,13.7031),(273,13.78)
12,8,(400,5.66202),(201,7.67893),(274,7.86978),(378,8.70581),(149,8.82589),(376,8.96358),(326,9.07824),(52,9.09572)
13,8,(284,8.13284),(376,9.47991),(94,10.2165),(365,10.5213),(176,10.6392),(46,10.7916),(201,10.9044),(378,11.3503)
14,8,(230,11.9414),(287,13.0107),(165,13.0922),(68,13.6669),(393,13.6972),(334,14.3375),(306,14.4106),(155,14.616)
15,8,(144,10.0237),(68,11.6961),(287,11.8446),(137,11.9558),(165,12.1128),(405,12.1899),(23,12.5191),(141,12.9261)
16,8,(62,6.85533),(204,7.31801),(445,7.77087),(447,8.12358),(216,8.37782),(248,8.41706),(63,8.44912),(52,8.65325)
17,8,(63,10.1951),(341,11.6071),(339,11.7076),(22,11.8623),(338,12.0381),(423,12.0441),(225,12.1029),(182,12.1633)
18,8,(372,7.70669),(352,10.3987),(244,10.508),(49,10.673),(66,10.7734),(69,11.0804),(129,11.215),(36,11.3161)
19,8,(192,8.49328),(81,9.97502),(42,10.2153),(36,10.3746),(187,10.53),(318,11.374),(129,11.5319),(181,11.8596)
20,8,(327,12.7933),(111,12.8475),(193,12.9269),(160,13.2992),(162,13.7694),(282,13.7963),(121,13.7992),(39,13.8061)
21,8,(204,8.91573),(339,10.0145),(62,10.1562),(52,10.7364),(216,11.0041),(16,11.0792),(447,11.0977),(116,11.1657)
22,8,(131,11.0464),(63,11.166),(225,11.2637),(8,11.6823),(446,11.7631),(17,11.8623),(115,11.8865),(441,11.9376)
23,8,(436,6.78992),(165,7.16937),(271,7.1769),(265,7.32854),(144,7.33664),(36,7.35162),(326,7.73719),(149,7.85814)
24,8,(48,7.20945),(276,7.7484),(52,8.50315),(176,8.59799),(162,8.79862),(32,8.90278),(180,8.94103),(34,8.98378)
25,8,(157,7.78653),(57,8.4301),(166,8.63773),(279,8.68998),(133,8.74045),(423,8.75542),(48,9.03363),(75,9.19738)
26,8,(123,14.7227),(143,15.0956),(160,15.8896),(111,16.6271),(303,16.7113),(24,16.8006),(363,17.1968),(439,17.5429)
27,8,(306,16.9674),(223,17.8587),(316,18.0448),(416,18.2453),(197,18.3334),(341,18.7936),(76,18.8261),(310,18.8312)
28,8,(216,9.99205),(173,10.3066),(204,10.3844),(62,10.45),(16,10.6033),(38,10.9363),(365,11.3566),(161,11.3797)
29,8,(323,12.1207),(45,12.7028),(180,12.932),(160,13.4755),(352,13.9054),(111,13.925),(162,14.091),(24,14.1663)
30,8,(13,15.8669),(376,16.2799),(390,17.3691),(236,17.4547),(284,18.1702),(246,18.5979),(201,18.6316),(50,18.6534)
31,8,(191,12.1433),(13,14.3965),(283,15.049),(153,15.2693),(46,15.5123),(378,15.7962),(93,15.9828),(284,16.0098)
32,8,(378,6.34834),(129,6.64876),(176,8.57419),(24,8.90278),(48,8.94043),(160,8.96419),(122,9.09726),(93,9.42876)
33,8,(2,8.73385),(326,9.11545),(56,9.13738),(108,9.15407),(265,9.36646),(71,9.37611),(248,9.98705),(204,10.0151)
34,8,(121,7.6604),(48,8.5625),(16,8.83404),(24,8.98378),(157,9.10049),(248,9.16908),(57,9.18655),(363,9.30089)
35,8,(289,9.76914),(184,10.2145),(112,10.6305),(316,10.7506),(73,10.797),(419,10.8868),(169,10.9048),(416,11.1094)
36,8,(81,6.84631),(192,7.24257),(23,7.35162),(157,8.64814),(133,8.6977),(69,8.71582),(129,9.10507),(155,9.16558)
37,8,(59,14.3395),(343,15.2306),(207,15.2401),(120,15.3647),(275,15.4912),(400,15.5923),(241,15.7594),(315,15.9618)
38,8,(62,10.3891),(204,10.4656),(28,10.9363),(339,10.9368),(16,11.2027),(338,11.2787),(21,11.3426),(161,11.4236)
39,8,(412,10.7569),(315,10.8174),(204,11.2027),(277,11.229),(229,11.3353),(365,11.3996),(284,11.4508),(376,11.6076)
40,8,(123,14.802),(45,15.2305),(303,15.4325),(160,16.3918),(443,16.6293),(20,16.6544),(111,16.685),(193,17.1688)
41,8,(125,8.5212),(266,9.60493),(120,9.89799),(196,9.95587),(36,10.0915),(326,10.1551),(344,10.2278),(264,10.3262)
42,8,(187,7.22238),(326,7.29669),(149,7.32496),(288,7.724),(400,7.75368),(66,8.00817),(23,8.1205),(274,8.6656)
43,8,(347,11.8762),(195,11.8937),(148,12.2788),(293,12.4154),(126,13.1935),(432,13.4483),(112,13.479),(82,13.4829)
44,8,(54,14.8454),(165,15.9228),(102,15.9585),(73,16.0398),(287,16.3534),(240,16.6334),(393,17.0348),(68,17.0828)
45,8,(160,7.70817),(111,9.35435),(162,9.79149),(448,9.93876),(303,10.2801),(443,10.3831),(266,10.6047),(222,10.9139)
46,8,(378,10.5015),(13,10.7916),(32,10.8473),(129,11.0417),(176,11.2124),(93,11.7358),(185,11.7945),(202,11.9587)
47,8,(35,12.2787),(400,12.9942),(42,13.2524),(419,13.378),(326,13.6142),(12,13.6411),(101,13.6488),(169,14.0534)
48,8,(157,7.05854),(66,7.07646),(24,7.20945),(326,7.49632),(57,7.87675),(166,8.01133),(2,8.0944),(204,8.44406)
49,8,(66,6.87285),(288,7.07854),(391,7.55067),(187,7.56813),(221,7.88731),(149,8.32294),(83,8.72088),(157,8.78546)
50,8,(162,9.33548),(284,9.79679),(376,10.5389),(201,11.0367),(291,11.1018),(58,11.2192),(246,11.4299),(365,11.752)
51,8,(52,8.6956),(24,9.20334),(70,9.64928),(143,9.66628),(160,9.97079),(216,10.3191),(327,10.4845),(391,10.5831)
52,8,(216,7.54485),(63,7.82325),(391,8.0092),(116,8.11592),(262,8.43349),(24,8.50315),(143,8.57733),(16,8.65325)
53,8,(222,10.2995),(315,10.4019),(229,10.4467),(275,10.5932),(365,10.9621),(58,11.0519),(153,11.6298),(412,11.6391)
54,8,(102,10.9924),(44,14.8454),(296,15.0727),(230,15.8254),(14,15.8815),(240,16.2904),(388,16.528),(209,16.7715)
55,8,(273,8.73844),(432,9.37957),(115,10.9604),(343,11.2066),(280,11.2421),(120,11.7587),(264,12.0766),(259,12.1206)
56,8,(71,7.02966),(33,9.13738),(263,10.529),(105,10.678),(2,10.761),(270,11.0519),(121,11.1471),(204,11.7633)
57,8,(48,7.87675),(157,8.31153),(25,8.4301),(34,9.18655),(311,9.71336),(16,9.79968),(24,9.86496),(121,10.0495)
58,8,(284,7.63503),(153,8.99365),(424,9.00503),(176,9.3159),(350,9.48208),(229,9.50833),(171,9.61248),(365,9.69446)
59,8,(312,9.71049),(326,11.9227),(318,12.059),(241,12.0812),(42,12.1294),(432,12.2617),(343,12.3712),(181,12.5351)
60,8,(177,9.35828),(438,10.4753),(287,10.807),(206,10.8502),(75,10.8838),(131,11.1369),(406,11.1729),(165,11.2029)
61,8,(395,17.9983),(150,18.4332),(241,18.8787),(169,18.9658),(321,19.2415),(343,19.414),(259,19.4287),(381,19.6858)
62,8,(16,6.85533),(262,7.69092),(248,7.69585),(216,7.86768),(196,8.37751),(116,8.41225),(178,8.4604),(204,8.60867)
63,8,(196,7.14477),(52,7.82325),(133,7.84974),(379,7.9825),(7,8.08361),(233,8.13565),(166,8.22705),(135,8.33835)
64,8,(423,6.5339),(339,9.02845),(233,10.3279),(25,10.4265),(166,10.6077),(196,10.97),(63,11.0003),(75,11.5293)
65,8,(68,10.0491),(137,10.2455),(230,10.6017),(144,10.7462),(141,10.8355),(287,11.0391),(155,11.9032),(23,12.7778)
66,8,(149,6.1976),(391,6.42649),(221,6.8464),(49,6.87285),(133,6.89984),(48,7.07646),(7,7.38461),(326,7.66669)
67,8,(52,9.0748),(274,9.7045),(24,10.293),(196,10.3146),(8,10.5811),(51,10.6054),(160,10.7016),(162,10.81)
68,8,(287,7.6195),(165,8.62336),(155,8.66309),(144,9.81815),(65,10.0491),(23,10.3925),(141,10.4832),(137,10.7184)
69,8,(36,8.71582),(415,8.89442),(75,10.4375),(81,10.7601),(157,10.8216),(85,10.9115),(192,11.0088),(18,11.0804)
70,8,(52,8.77577),(207,8.91782),(116,9.43901),(51,9.64928),(262,9.70533),(216,9.74611),(167,9.89153),(160,9.99489)
71,8,(56,7.02966),(263,7.52881),(204,8.90514),(121,8.9555),(105,8.99443),(157,9.3281),(33,9.37611),(426,9.67456)
72,8,(318,7.92096),(156,8.28706),(2,8.94813),(426,9.63985),(401,9.66613),(283,9.68467),(343,10.542),(383,10.7866)
73,8,(346,9.46714),(289,10.3225),(35,10.797),(316,10.8246),(112,10.9485),(388,10.996),(370,11.5536),(437,11.637)
74,8,(162,12.8807),(443,13.0433),(160,13.3822),(50,13.8598),(201,14.0356),(284,14.3624),(118,14.3755),(207,14.3987)
75,8,(206,7.96003),(177,8.19897),(133,8.64449),(165,8.693),(23,8.92548),(155,8.92699),(157,9.14599),(339,9.1522)
