1,3,(40,0),(88,0.015873),(103,0.015873)
2,3,(41,0),(10,0.047619),(49,0.047619)
3,3,(42,0),(85,0.105159),(89,0.174603)
4,3,(43,0),(127,0.228492),(124,0.43881)
5,3,(44,0),(112,0.396825),(139,0.396825)
6,3,(45,0),(87,0),(102,0)
7,3,(46,0),(92,0.0793651),(111,0.121667)
8,3,(47,0),(114,0.0833333),(111,0.126984)
9,3,(79,0.565476),(88,0.644841),(103,0.644841)
10,3,(49,0),(2,0.047619),(41,0.047619)
11,3,(50,0),(90,0.293651),(135,0.29627)
12,3,(51,0),(33,0.015873),(72,0.015873)
13,3,(52,0),(84,0.15873),(142,0.161667)
14,3,(53,0),(104,0.031746),(15,0.047619)
15,3,(54,0),(16,0.015873),(55,0.015873)
16,3,(55,0),(15,0.015873),(54,0.015873)
17,3,(56,0),(26,0.047619),(65,0.047619)
18,3,(57,0),(128,0.139206),(138,0.143492)
19,3,(58,0),(83,0.015873),(2,0.194444)
20,3,(59,0),(15,0.361667),(54,0.361667)
21,3,(60,0),(22,0.0634921),(61,0.0634921)
22,3,(61,0),(21,0.0634921),(60,0.0634921)
23,3,(62,0),(119,0.031746),(151,0.103492)
24,3,(63,0),(86,0.441746),(95,0.86908)
25,3,(64,0),(28,0.13754),(39,0.13754)
26,3,(65,0),(17,0.047619),(56,0.047619)
27,3,(66,0),(114,0.047619),(92,0.121667)
28,3,(39,0),(67,0),(78,0)
29,3,(68,0),(138,0.0816667),(128,0.0892857)
30,3,(69,0),(146,0.105159),(106,0.170952)
31,3,(70,0),(82,0.31381),(38,0.337619)
32,3,(71,0),(145,0.224524),(108,0.282698)
33,3,(72,0),(12,0.015873),(51,0.015873)
34,3,(73,0),(80,0.0634921),(1,0.511905)
35,3,(74,0),(144,0.0833333),(38,0.174603)
36,3,(75,0),(115,0.238413),(25,0.25754)
37,3,(76,0),(95,0.32373),(104,0.377302)
38,3,(77,0),(35,0.174603),(74,0.174603)
39,3,(28,0),(67,0),(78,0)
40,3,(1,0),(88,0.015873),(103,0.015873)
41,3,(2,0),(10,0.047619),(49,0.047619)
42,3,(3,0),(85,0.105159),(89,0.174603)
43,3,(4,0),(127,0.228492),(124,0.43881)
44,3,(5,0),(112,0.396825),(139,0.396825)
45,3,(6,0),(87,0),(102,0)
46,3,(7,0),(92,0.0793651),(111,0.121667)
47,3,(8,0),(114,0.0833333),(111,0.126984)
48,3,(3,0.184524),(42,0.184524),(85,0.206349)
49,3,(10,0),(2,0.047619),(41,0.047619)
50,3,(11,0),(90,0.293651),(135,0.29627)
51,3,(12,0),(33,0.015873),(72,0.015873)
52,3,(13,0),(84,0.15873),(142,0.161667)
53,3,(14,0),(104,0.031746),(15,0.047619)
54,3,(15,0),(16,0.015873),(55,0.015873)
55,3,(16,0),(15,0.015873),(54,0.015873)
56,3,(17,0),(26,0.047619),(65,0.047619)
57,3,(18,0),(128,0.139206),(138,0.143492)
58,3,(19,0),(83,0.015873),(2,0.194444)
59,3,(20,0),(15,0.361667),(54,0.361667)
60,3,(21,0),(22,0.0634921),(61,0.0634921)
61,3,(22,0),(21,0.0634921),(60,0.0634921)
62,3,(23,0),(119,0.031746),(151,0.103492)
63,3,(24,0),(86,0.441746),(95,0.86908)
64,3,(25,0),(28,0.13754),(39,0.13754)
65,3,(26,0),(17,0.047619),(56,0.047619)
66,3,(27,0),(114,0.047619),(92,0.121667)
67,3,(28,0),(39,0),(78,0)
68,3,(29,0),(138,0.0816667),(128,0.0892857)
69,3,(30,0),(146,0.105159),(106,0.170952)
70,3,(31,0),(82,0.31381),(38,0.337619)
71,3,(32,0),(145,0.224524),(108,0.282698)
72,3,(33,0),(12,0.015873),(51,0.015873)
73,3,(34,0),(80,0.0634921),(1,0.511905)
74,3,(35,0),(144,0.0833333),(38,0.174603)
75,3,(36,0),(115,0.238413),(25,0.25754)
76,3,(37,0),(95,0.32373),(104,0.377302)
77,3,(38,0),(35,0.174603),(74,0.174603)
78,3,(28,0),(39,0),(67,0)
79,3,(88,0.0793651),(103,0.0793651),(1,0.0952381)
80,3,(34,0.0634921),(73,0.0634921),(1,0.448413)
81,3,(143,0.103492),(84,0.290317),(90,0.298571)
82,3,(35,0.198413),(74,0.198413),(8,0.272143)
83,3,(19,0.015873),(58,0.015873),(2,0.178571)
84,3,(13,0.15873),(52,0.15873),(143,0.186825)
85,3,(3,0.105159),(42,0.105159),(89,0.152778)
86,3,(24,0.441746),(63,0.441746),(10,0.653333)
87,3,(6,0),(45,0),(102,0)
88,3,(103,0),(1,0.015873),(40,0.015873)
89,3,(109,0),(85,0.152778),(3,0.174603)
90,3,(133,0.04),(143,0.195079),(84,0.238413)
91,3,(94,0.190476),(97,0.337619),(113,0.411349)
92,3,(7,0.0793651),(46,0.0793651),(27,0.121667)
93,3,(13,0.223492),(52,0.223492),(84,0.255238)
94,3,(91,0.190476),(113,0.220873),(132,0.246349)
95,3,(23,0.281667),(62,0.281667),(151,0.305159)
96,3,(119,0.25627),(151,0.264524),(23,0.288016)
97,3,(113,0.32373),(91,0.337619),(94,0.432857)
98,3,(94,0.431825),(113,0.492698),(91,0.495317)
99,3,(148,0.113413),(111,0.161032),(140,0.161032)
100,3,(120,0.0992063),(110,0.142857),(12,0.15873)
101,3,(97,0.454683),(113,0.460952),(94,0.521825)
102,3,(6,0),(45,0),(87,0)
103,3,(88,0),(1,0.015873),(40,0.015873)
104,3,(14,0.031746),(53,0.031746),(15,0.0793651)
105,3,(89,0.406746),(109,0.406746),(85,0.47619)
106,3,(30,0.170952),(69,0.170952),(108,0.174603)
107,3,(141,0.015873),(118,0.031746),(129,0.13754)
108,3,(129,0.170952),(106,0.174603),(121,0.174603)
109,3,(89,0),(85,0.152778),(3,0.174603)
110,3,(12,0.015873),(51,0.015873),(33,0.031746)
111,3,(140,0),(148,0.111111),(7,0.121667)
112,3,(139,0),(26,0.269841),(65,0.269841)
113,3,(94,0.220873),(97,0.32373),(91,0.411349)
114,3,(27,0.047619),(66,0.047619),(8,0.0833333)
115,3,(136,0.19873),(36,0.238413),(75,0.238413)
116,3,(92,0.13754),(27,0.175873),(66,0.175873)
117,3,(31,0.404762),(70,0.404762),(150,0.529762)
118,3,(141,0.015873),(107,0.031746),(129,0.13754)
119,3,(23,0.031746),(62,0.031746),(151,0.071746)
120,3,(100,0.0992063),(110,0.242063),(12,0.257937)
121,3,(108,0.174603),(145,0.232778),(129,0.250317)
122,3,(130,0.304206),(131,0.34754),(90,0.361667)
123,3,(137,0.031746),(7,0.230476),(46,0.230476)
124,3,(127,0.210317),(4,0.43881),(43,0.43881)
125,3,(28,0.031746),(39,0.031746),(67,0.031746)
126,3,(48,0.518492),(149,0.543571),(3,0.576032)
127,3,(124,0.210317),(4,0.228492),(43,0.228492)
128,3,(29,0.0892857),(68,0.0892857),(18,0.139206)
129,3,(141,0.121667),(107,0.13754),(118,0.13754)
130,3,(131,0.235079),(122,0.304206),(32,0.327619)
131,3,(130,0.235079),(84,0.339206),(122,0.34754)
132,3,(94,0.246349),(113,0.435476),(91,0.436825)
133,3,(90,0.04),(143,0.235079),(84,0.278413)
134,3,(93,0.353492),(84,0.481746),(13,0.576984)
135,3,(133,0.295952),(11,0.29627),(50,0.29627)
136,3,(115,0.19873),(116,0.22254),(92,0.245)
137,3,(123,0.031746),(7,0.262222),(46,0.262222)
138,3,(29,0.0816667),(68,0.0816667),(150,0.142857)
139,3,(112,0),(26,0.269841),(65,0.269841)
140,3,(111,0),(148,0.111111),(7,0.121667)
141,3,(107,0.015873),(118,0.015873),(129,0.121667)
142,3,(13,0.161667),(52,0.161667),(84,0.320397)
143,3,(81,0.103492),(84,0.186825),(90,0.195079)
144,3,(35,0.0833333),(74,0.0833333),(147,0.174603)
145,3,(108,0.185159),(107,0.206667),(141,0.22254)
146,3,(30,0.105159),(69,0.105159),(106,0.180873)
147,3,(144,0.174603),(35,0.257937),(74,0.257937)
148,3,(111,0.111111),(140,0.111111),(99,0.113413)
149,3,(85,0.374286),(3,0.384206),(42,0.384206)
150,3,(138,0.142857),(18,0.159365),(57,0.159365)
151,3,(119,0.071746),(23,0.103492),(62,0.103492)
