1,AATC_YEAST,0.51,0.40,0.56,0.17,0.50,0.50,0.49,0.22,CYT,CYT,CYT
2,ABP1_YEAST,0.40,0.39,0.60,0.15,0.50,0.00,0.58,0.30,CYT,NUC,CYT
3,AAR2_YEAST,0.58,0.44,0.57,0.13,0.50,0.00,0.54,0.22,NUC,CYT,NUC
4,BAF1_YEAST,0.48,0.45,0.59,0.20,0.50,0.00,0.58,0.34,NUC,VAC,NUC
5,ADT1_YEAST,0.58,0.61,0.47,0.13,0.50,0.00,0.48,0.22,MIT,EXC,MIT
6,ADT2_YEAST,0.43,0.67,0.48,0.27,0.50,0.00,0.53,0.22,MIT,EXC,MIT
7,ALG8_YEAST,0.41,0.54,0.39,0.20,0.50,0.00,0.51,0.22,ME3,MIT,ME3
8,ALP1_YEAST,0.42,0.24,0.34,0.16,0.50,0.00,0.50,0.22,ME3,EXC,ME3
9,ALG1_YEAST,0.86,0.68,0.39,0.24,0.50,0.00,0.54,0.22,ME2,ME1,ME2
10,ALG5_YEAST,0.86,0.74,0.51,0.40,0.50,0.00,0.55,0.22,ME2,ERL,ME2
11,ADP1_YEAST,0.80,0.88,0.36,0.39,0.50,0.00,0.56,0.33,ME1,ME2,ME1
12,AGA1_YEAST,0.78,0.74,0.42,0.26,0.50,0.00,0.43,0.22,ME1,EXC,ME1
13,AGA2_YEAST,0.74,0.67,0.47,0.34,0.50,0.00,0.42,0.22,EXC,EXC,EXC
14,APE2_YEAST,0.49,0.39,0.52,0.29,0.50,0.00,0.48,0.22,EXC,MIT,EXC
15,MAN1_YEAST,0.37,0.36,0.56,0.18,0.50,0.00,0.48,0.26,VAC,CYT,CYT
16,APE3_YEAST,0.74,0.57,0.51,0.28,0.50,0.00,0.58,0.22,VAC,ME2,ME2
17,CACP_YEAST,0.45,0.41,0.50,0.46,0.50,0.50,0.50,0.27,POX,CYT,POX
18,CISZ_YEAST,0.44,0.38,0.48,0.32,0.50,0.83,0.53,0.22,POX,CYT,POX
19,CYPD_YEAST,0.78,0.74,0.58,0.25,1.00,0.00,0.53,0.22,ERL,ME2,ERL
20,EUG1_YEAST,0.77,0.80,0.51,0.40,1.00,0.00,0.54,0.22,ERL,ME2,ERL
