1,9,(178,0.570158),(62,0.880341),(180,1.04026),(839,1.04946),(824,1.19312),(956,1.26019),(14,1.36123),(714,1.36768),(76,1.45558)
2,9,(678,0.815738),(522,0.838093),(218,0.870127),(570,1.00807),(888,1.24301),(577,1.27945),(296,1.29378),(707,1.30289),(8,1.30807)
3,9,(423,1.11551),(941,1.69757),(528,1.73038),(735,1.73693),(944,1.74853),(242,1.78124),(161,1.78571),(739,1.85892),(43,1.97992)
4,9,(502,1.05319),(393,1.46561),(815,1.56943),(43,1.71766),(797,1.77872),(791,1.782),(317,1.78906),(240,1.80255),(732,1.85046)
5,9,(523,1.22048),(815,1.37451),(738,1.46874),(502,1.56719),(430,1.65425),(73,1.66893),(293,1.67479),(854,1.69678),(335,1.71804)
6,9,(686,1.3415),(88,1.62612),(830,1.80108),(972,1.88063),(792,2.08105),(502,2.15958),(151,2.16022),(941,2.19567),(393,2.21014)
7,9,(787,0.472206),(929,0.840243),(47,0.991145),(799,1.00408),(299,1.0133),(284,1.01937),(449,1.03081),(165,1.03559),(995,1.11197)
8,9,(512,1.01023),(816,1.08699),(731,1.26845),(2,1.31545),(52,1.3192),(218,1.33627),(678,1.36247),(471,1.38337),(570,1.38798)
9,9,(988,0.995773),(212,1.01309),(817,1.0406),(503,1.06271),(630,1.34206),(487,1.35654),(449,1.39534),(696,1.45921),(7,1.50654)
10,9,(321,0.0541983),(36,0.833604),(126,0.8857),(129,1.00143),(149,1.1712),(967,1.19883),(87,1.21887),(285,1.23508),(826,1.28151)
11,9,(965,0.655299),(463,0.65564),(624,0.741646),(748,0.89124),(482,0.954355),(602,1.06861),(501,1.11072),(811,1.14533),(554,1.17857)
12,9,(505,0.930087),(923,1.01577),(594,1.07354),(571,1.08441),(635,1.16346),(767,1.21843),(447,1.22499),(368,1.23478),(814,1.24728)
13,9,(406,0.567279),(481,0.714799),(541,0.897421),(577,0.92223),(556,1.04173),(436,1.11548),(919,1.16749),(601,1.19807),(693,1.20661)
14,9,(180,0.390411),(839,0.628373),(824,0.677928),(760,1.02369),(826,1.05217),(590,1.05474),(642,1.06243),(439,1.10821),(545,1.13033)
15,9,(156,0.316697),(747,0.610136),(532,0.739146),(631,0.84241),(753,0.885628),(342,0.899703),(368,0.929865),(594,0.994067),(370,1.03563)
16,9,(167,0.560865),(467,0.680944),(415,0.719268),(127,0.764263),(322,0.787071),(340,0.815161),(475,0.868947),(723,0.903123),(763,0.944598)
17,9,(150,0.361474),(804,0.577834),(774,0.606561),(957,0.726681),(892,0.727605),(852,0.791595),(799,0.801003),(284,0.890439),(929,0.906199)
18,9,(213,1.84597),(741,2.06665),(557,2.22988),(526,2.30946),(833,2.38093),(946,2.41132),(616,2.4832),(659,2.49216),(598,2.51078)
19,9,(379,1.06274),(989,1.2154),(703,1.22327),(382,1.45916),(920,1.51759),(200,1.60534),(510,1.75454),(715,1.80483),(718,1.80866)
20,9,(717,0.904463),(896,0.964462),(792,1.16859),(548,1.2149),(242,1.21834),(831,1.32166),(409,1.46397),(328,1.4752),(161,1.58044)
21,9,(207,0.567656),(380,0.87466),(247,0.881567),(892,0.904612),(545,1.05634),(46,1.16813),(777,1.17102),(260,1.21075),(148,1.2415)
22,9,(710,1.40099),(732,1.44138),(906,1.46671),(317,1.56045),(690,1.57983),(797,1.69466),(587,1.84078),(694,1.89427),(240,1.92242)
23,9,(582,1.28283),(618,1.3451),(694,1.34717),(495,1.40182),(970,1.499),(517,1.51488),(587,1.60392),(872,1.62707),(457,1.66478)
24,9,(1000,1.01843),(538,1.17206),(479,1.33286),(85,1.34082),(78,1.41059),(894,1.41236),(401,1.41905),(98,1.46089),(99,1.47039)
25,9,(793,1.23901),(386,1.31301),(727,1.50774),(493,1.5687),(933,1.60243),(277,1.63762),(898,1.64315),(985,1.64511),(674,1.65858)
26,9,(261,0.967958),(61,1.17468),(110,1.19663),(32,1.20372),(627,1.31139),(435,1.31924),(144,1.37718),(910,1.40552),(448,1.42789)
27,9,(998,0.815473),(441,1.34116),(844,1.36145),(454,1.3779),(533,1.47446),(283,1.47722),(453,1.55084),(91,1.57817),(47,1.60454)
28,9,(976,1.9308),(428,2.01463),(758,2.11143),(484,2.18382),(904,2.20623),(661,2.21018),(557,2.22534),(708,2.2346),(937,2.26881)
29,9,(448,0.360049),(499,0.742637),(234,0.782116),(435,0.811359),(174,0.871131),(937,0.976024),(811,0.98214),(733,0.985603),(812,1.03871)
30,9,(814,1.3502),(702,1.7206),(974,1.80518),(789,1.86931),(55,1.88804),(839,1.91114),(14,1.92727),(625,1.96187),(939,1.96279)
31,9,(450,1.34193),(51,1.36721),(800,1.38766),(786,1.39997),(125,1.41238),(811,1.45445),(462,1.46565),(846,1.52085),(356,1.67283)
32,9,(209,0.345002),(144,0.538966),(261,0.772992),(143,0.985765),(522,1.02497),(219,1.13229),(959,1.13773),(859,1.13953),(249,1.1442)
33,9,(108,0.755847),(385,1.05356),(672,1.06949),(144,1.10817),(52,1.11535),(159,1.13016),(560,1.19581),(621,1.20455),(363,1.21616)
34,9,(284,0.788984),(355,0.849892),(585,0.877965),(764,0.890905),(520,1.14904),(682,1.2045),(485,1.21002),(782,1.23313),(124,1.25237)
35,9,(605,0.998109),(384,1.05685),(664,1.07926),(602,1.09047),(172,1.15568),(867,1.16906),(563,1.24414),(784,1.25364),(935,1.2908)
