0,9,(177,0.57015810874221828),(61,0.88034103720982948),(179,1.0402550282749901),(838,1.0494615175215327),(823,1.1931182878436268),(955,1.2601900369251622),(13,1.361231462976993),(713,1.367680180721043),(75,1.4555814310126252)
1,9,(677,0.81573755491797117),(521,0.83809313891152915),(217,0.87012746339210312),(569,1.0080669188189555),(887,1.2430126456065531),(576,1.2794488832625417),(295,1.2937789325293094),(706,1.3028927461107593),(7,1.3080687633607782)
2,9,(422,1.1155124201846507),(940,1.6975661496967134),(527,1.7303781301229637),(734,1.7369256613876123),(943,1.7485259813180249),(241,1.7812400589904607),(160,1.7857059807905491),(738,1.8589155435131937),(42,1.9799160874283173)
3,9,(501,1.0531896828682268),(392,1.465614077832476),(814,1.5694307867274264),(42,1.7176587183244825),(796,1.7787202700630196),(790,1.782003268607208),(316,1.7890575319831421),(239,1.8025468100031807),(731,1.8504626345311257)
4,9,(522,1.2204805619956194),(814,1.3745128474770496),(737,1.4687446765069279),(501,1.5671864735841861),(429,1.6542457655038798),(72,1.6689299654399572),(292,1.6747860197247277),(853,1.6967841098817353),(334,1.7180358548730825)
5,9,(685,1.3415023420280936),(87,1.6261186029603349),(829,1.8010754440606191),(971,1.8806336569218365),(791,2.0810529616426745),(501,2.1595764573000924),(150,2.1602179869849802),(940,2.1956749506852309),(392,2.2101446881047302)
6,9,(786,0.47220649245717455),(928,0.84024275146412475),(46,0.9911446884024393),(798,1.0040766255242839),(298,1.013295245700246),(283,1.0193702204691524),(448,1.0308143426449456),(164,1.035590235874255),(994,1.1119717335818975)
7,9,(511,1.0102281309822363),(815,1.0869880704972741),(730,1.2684467860442386),(1,1.3154533330515688),(51,1.3192048277093948),(217,1.3362737671418325),(677,1.3624748745464279),(470,1.3833739541698655),(569,1.3879826388514447)
8,9,(987,0.99577265216528454),(211,1.0130894633697349),(816,1.0405953015949965),(502,1.0627107964704849),(629,1.3420604978692572),(486,1.3565414835708989),(448,1.3953379203764338),(695,1.459212849112272),(6,1.5065395373430794)
9,9,(320,0.054198305271266643),(35,0.83360424589591964),(125,0.88570020135061678),(128,1.0014330114327241),(148,1.1711976879929238),(966,1.1988323760511899),(86,1.2188683633197313),(284,1.2350783423223164),(825,1.2815112343063393)
10,9,(964,0.6552986905868039),(462,0.65563974100128641),(623,0.74164596841799368),(747,0.89124031900722023),(481,0.95435453000283998),(601,1.0686056393482912),(500,1.1107223455852964),(810,1.1453338304364542),(553,1.1785659113623792)
11,9,(504,0.93008664068686775),(922,1.0157661628533883),(593,1.0735446248458771),(570,1.0844112145114435),(634,1.163461216472031),(766,1.2184315663400482),(446,1.2249905939584629),(367,1.2347762387277401),(813,1.2472819868033476)
12,9,(405,0.56727921995678177),(480,0.7147990384208267),(540,0.89742116715997478),(576,0.92223006811231989),(555,1.0417305546176008),(435,1.1154808240566145),(918,1.1674900781806976),(600,1.1980717343679608),(692,1.20661293338103)
13,9,(179,0.39041057974409016),(838,0.62837271138612483),(823,0.67792803618093522),(759,1.0236939459402188),(825,1.0521700430255054),(589,1.0547372896450995),(641,1.0624349899907997),(438,1.1082106963564788),(544,1.1303314881057356)
14,9,(155,0.31669717275053),(746,0.61013613157805324),(531,0.73914577783465496),(630,0.84241042068364191),(752,0.88562811238563954),(341,0.89970308853239045),(367,0.92986539488671283),(593,0.99406704073718721),(369,1.0356285721032941)
15,9,(166,0.56086523803264998),(466,0.68094430066503453),(414,0.71926802709713966),(126,0.76426316793088689),(321,0.78707103102304155),(339,0.81516068981107825),(474,0.86894697453494385),(722,0.9031226086959061),(762,0.94459842529068094)
16,9,(149,0.36147435102571479),(803,0.57783420298894972),(773,0.60656109609800324),(956,0.72668083941180583),(891,0.72760459873542449),(851,0.79159492670327325),(798,0.80100342124185031),(283,0.89043862533452334),(928,0.90619888745617172)
17,9,(212,1.8459749516632702),(740,2.0666509136805002),(556,2.2298772366639152),(525,2.3094617142526617),(832,2.3809323630713779),(945,2.4113193422578845),(615,2.4832036375041655),(658,2.4921631967280491),(597,2.5107795785006979)
18,9,(378,1.0627447093578264),(988,1.2153990555254242),(702,1.2232672356373602),(381,1.4591580282205001),(919,1.5175931306053632),(199,1.6053390946515265),(509,1.7545443344051148),(714,1.8048258973996496),(717,1.8086577087274713)
19,9,(716,0.90446266946591858),(895,0.96446158497349355),(791,1.1685932348658503),(547,1.2149026145157629),(241,1.2183417198751556),(830,1.3216565447831323),(408,1.4639687319020485),(327,1.4752018051545777),(160,1.5804378034495581)
20,9,(206,0.56765563580449174),(379,0.87466017916526351),(246,0.88156687994101546),(891,0.9046122461449071),(544,1.0563353591742761),(45,1.1681313045509105),(776,1.171017629510565),(259,1.2107524468924347),(147,1.2414998734868659)
21,9,(709,1.4009889588633837),(731,1.4413800118271864),(905,1.4667121758563617),(316,1.5604459986638397),(689,1.5798336909949908),(796,1.6946619331624131),(586,1.8407847900622656),(693,1.8942678809064042),(239,1.9224164357550086)
22,9,(581,1.2828267426464528),(617,1.3451046365916222),(693,1.3471708410558696),(494,1.4018179947393334),(969,1.4990023869604692),(516,1.5148792167197189),(586,1.6039217157507863),(871,1.6270733800217583),(456,1.664777883903092)
23,9,(999,1.0184298820352116),(537,1.1720601807141633),(478,1.3328642052299227),(84,1.3408219285071146),(77,1.4105901105275138),(893,1.4123588779258114),(400,1.419053318698267),(97,1.4608904333827224),(98,1.4703907838391364)
24,9,(792,1.2390066378270856),(385,1.3130060684087743),(726,1.5077390446584571),(492,1.5687013076282648),(932,1.6024285243956744),(276,1.6376161864738279),(897,1.6431499321667002),(984,1.6451133030129443),(673,1.6585783952548181)
25,9,(260,0.96795786913057058),(60,1.1746818691262721),(109,1.196630972045126),(31,1.2037188464075141),(626,1.3113936743122276),(434,1.319244174342652),(143,1.3771844919540066),(909,1.4055178831902653),(447,1.4278933203137587)
26,9,(997,0.81547276776170707),(440,1.3411589808220332),(843,1.3614473458716663),(453,1.3779031699355182),(532,1.4744616694586858),(282,1.4772193290789875),(452,1.5508419291701621),(90,1.5781738579147642),(46,1.6045410566868852)
27,9,(975,1.9307984056276595),(427,2.0146274371942932),(757,2.1114321278313852),(483,2.1838168393330517),(903,2.2062277037786835),(660,2.2101830771472541),(556,2.225336596597371),(707,2.2346015267514492),(936,2.2688112601048949)
28,9,(447,0.36004928547846998),(498,0.7426368082683894),(233,0.78211633881435016),(434,0.81135918545498209),(173,0.87113080561734135),(936,0.97602431939241763),(810,0.98213959911508542),(732,0.9856034650182095),(811,1.0387122526525614)
29,9,(813,1.3502043895211955),(701,1.7205982231869579),(973,1.8051819066311094),(788,1.8693078352561037),(54,1.8880413538995733),(838,1.911142039568245),(13,1.9272694603856722),(624,1.9618706814099578),(938,1.9627883910449375)
30,9,(449,1.3419270790048585),(50,1.3672108575211102),(799,1.3876570835153759),(785,1.3999684875705898),(124,1.4123772536907293),(810,1.4544513048192778),(461,1.46564580602849),(845,1.5208503131197071),(355,1.6728293682711173)
31,9,(208,0.34500199093154321),(143,0.53896627710744704),(260,0.77299218788150237),(142,0.98576522371073605),(521,1.0249693183770086),(218,1.1322858540615259),(958,1.1377284321647294),(858,1.139530413244072),(248,1.1441989461432973)
32,9,(107,0.75584740966275588),(384,1.0535646700764958),(671,1.0694918338874926),(143,1.1081656329026246),(51,1.1153491814003127),(158,1.130158594110056),(559,1.1958061361842558),(620,1.2045515475648665),(362,1.216162271749941)
33,9,(283,0.78898378820801773),(354,0.8498923753724712),(584,0.87796533115718822),(763,0.89090488800748058),(519,1.1490382432718984),(681,1.2044965409089232),(484,1.2100159003803013),(781,1.2331272002530786),(123,1.2523744400978138)
