1,1,(1445,2.1143)
2,1,(1003,2.18679)
3,1,(558,2.08078)
4,1,(414,2.09513)
5,1,(638,2.12663)
6,1,(760,2.46764)
7,1,(642,2.11674)
8,1,(64,2.17015)
9,1,(84,2.1233)
10,1,(1136,2.17219)
11,1,(51,2.11785)
12,1,(1136,2.10812)
13,1,(1419,2.20755)
14,1,(1239,2.1465)
15,1,(302,2.15928)
16,1,(1272,2.10058)
17,1,(1252,2.12149)
18,1,(1304,2.11909)
19,1,(150,2.10823)
20,1,(1292,2.10869)
21,1,(372,2.09156)
22,1,(563,2.10539)
23,1,(550,2.10241)
24,1,(25,2.0948)
25,1,(1264,2.05662)
26,1,(455,2.11322)
27,1,(366,2.09044)
28,1,(1331,2.04546)
29,1,(620,2.10208)
30,1,(327,2.2433)
31,1,(780,2.14479)
32,1,(1455,2.31381)
33,1,(304,2.28612)
34,1,(629,2.12565)
35,1,(1437,2.12527)
36,1,(1411,2.20518)
37,1,(332,2.16219)
38,1,(64,2.09544)
39,1,(458,2.14014)
40,1,(1255,2.14201)
41,1,(496,2.1163)
42,1,(552,2.24968)
43,1,(512,2.14701)
44,1,(112,2.11201)
45,1,(543,2.10136)
46,1,(675,2.29406)
47,1,(1144,2.33802)
48,1,(1035,2.11928)
49,1,(332,2.17442)
50,1,(368,2.21651)
51,1,(92,2.1046)
52,1,(534,2.20642)
53,1,(90,2.19057)
54,1,(943,2.0844)
55,1,(56,2.05818)
56,1,(55,2.05818)
57,1,(430,2.10797)
58,1,(239,2.0411)
59,1,(858,2.08409)
60,1,(433,2.11836)
61,1,(330,2.1496)
62,1,(499,2.15942)
63,1,(1245,2.12325)
64,1,(38,2.09544)
65,1,(1326,2.17194)
66,1,(1153,2.13642)
67,1,(298,2.13038)
68,1,(246,2.0652)
69,1,(1458,2.06415)
70,1,(306,2.17752)
71,1,(1049,2.11513)
72,1,(189,2.1381)
73,1,(195,2.20013)
74,1,(608,2.08935)
75,1,(772,2.08695)
76,1,(784,2.18609)
77,1,(652,2.11728)
78,1,(194,2.13707)
79,1,(100,2.18025)
80,1,(184,2.16381)
81,1,(218,2.12446)
82,1,(458,2.13123)
83,1,(536,2.20257)
84,1,(624,2.11135)
85,1,(559,2.49125)
86,1,(794,2.34185)
87,1,(1042,2.0957)
88,1,(23,2.15402)
89,1,(1204,2.17344)
90,1,(53,2.19057)
91,1,(232,2.24114)
92,1,(51,2.1046)
93,1,(141,2.10162)
94,1,(1436,2.18998)
95,1,(791,2.12883)
96,1,(144,2.13258)
97,1,(213,2.19141)
98,1,(192,2.12866)
99,1,(1421,2.15012)
100,1,(79,2.18025)
101,1,(96,2.17344)
102,1,(447,2.14066)
103,1,(861,2.21731)
104,1,(1036,2.2767)
105,1,(1012,2.08759)
106,1,(570,2.10786)
107,1,(373,2.10142)
108,1,(505,2.07376)
109,1,(3,2.18958)
110,1,(1102,2.18358)
111,1,(760,2.3465)
112,1,(44,2.11201)
113,1,(384,2.27234)
114,1,(5,2.16883)
115,1,(1080,2.36413)
116,1,(403,2.12154)
117,1,(602,2.14512)
118,1,(829,2.14032)
119,1,(662,2.34018)
120,1,(727,2.14899)
121,1,(1393,2.15401)
122,1,(1255,2.10792)
123,1,(1143,2.10312)
124,1,(860,2.17805)
125,1,(1065,2.145)
126,1,(870,2.08902)
127,1,(543,2.0981)
128,1,(1048,2.19702)
129,1,(268,2.15278)
130,1,(1481,2.23721)
131,1,(1475,2.10435)
132,1,(679,2.18728)
133,1,(969,2.21213)
134,1,(583,2.10384)
135,1,(575,2.10091)
136,1,(1371,2.16304)
137,1,(1113,2.21293)
138,1,(356,2.08305)
139,1,(1256,2.12662)
140,1,(541,2.2742)
141,1,(93,2.10162)
142,1,(557,2.11155)
143,1,(55,2.10525)
144,1,(96,2.13258)
145,1,(1225,2.08766)
146,1,(94,2.26312)
147,1,(151,2.09532)
148,1,(136,2.21299)
149,1,(555,2.33477)
150,1,(701,2.09375)
151,1,(147,2.09532)
152,1,(1252,2.19167)
153,1,(1231,2.25884)
154,1,(864,2.12609)
155,1,(215,2.1659)
156,1,(519,2.07421)
157,1,(909,2.10695)
158,1,(785,2.29489)
159,1,(734,2.07669)
160,1,(1186,2.12602)
161,1,(162,0)
162,1,(161,0)
163,1,(1089,2.06025)
164,1,(892,2.15539)
165,1,(796,2.08513)
166,1,(190,2.17192)
167,1,(1135,2.13811)
168,1,(443,2.0776)
169,1,(153,2.2766)
170,1,(794,2.27287)
171,1,(691,2.1613)
172,1,(1459,2.04987)
173,1,(983,2.17248)
174,1,(1317,2.08987)
175,1,(128,2.255)
176,1,(1389,2.32972)
177,1,(490,2.18174)
178,1,(855,2.18098)
179,1,(45,2.10643)
180,1,(403,2.21106)
181,1,(428,2.26512)
182,1,(16,2.11896)
183,1,(1303,2.09357)
184,1,(549,2.15208)
185,1,(762,2.25888)
186,1,(187,2.09324)
187,1,(1102,2.0798)
188,1,(683,2.18059)
189,1,(72,2.1381)
190,1,(1054,2.09694)
191,1,(1355,2.10318)
192,1,(98,2.12866)
193,1,(431,2.07681)
194,1,(26,2.11759)
195,1,(1471,2.17479)
196,1,(1046,2.13506)
197,1,(627,2.13753)
198,1,(199,2.13317)
199,1,(198,2.13317)
200,1,(1112,2.19383)
201,1,(600,2.18883)
202,1,(982,2.14861)
203,1,(641,2.08907)
204,1,(60,2.26451)
205,1,(295,2.13355)
206,1,(1247,2.2353)
207,1,(518,2.13377)
208,1,(82,2.30919)
209,1,(638,2.19057)
210,1,(733,2.20084)
211,1,(80,2.24231)
212,1,(638,2.11631)
213,1,(979,2.17467)
214,1,(1368,2.10056)
215,1,(155,2.1659)
216,1,(69,2.13773)
217,1,(1210,2.08065)
218,1,(81,2.12446)
219,1,(1269,2.15235)
220,1,(305,2.33251)
221,1,(699,2.27673)
222,1,(341,2.09189)
223,1,(1235,2.11156)
224,1,(225,2.08129)
225,1,(224,2.08129)
226,1,(1058,2.03266)
227,1,(1007,2.1894)
228,1,(280,2.25808)
229,1,(1403,2.07883)
230,1,(6,2.47325)
231,1,(278,2.10357)
232,1,(852,2.20838)
233,1,(795,2.18012)
234,1,(235,2.09777)
235,1,(234,2.09777)
236,1,(362,2.0831)
237,1,(238,0)
238,1,(237,0)
239,1,(58,2.0411)
240,1,(243,2.18948)
241,1,(1469,2.10058)
242,1,(246,2.12316)
243,1,(240,2.18948)
244,1,(855,2.21231)
245,1,(397,2.24454)
246,1,(68,2.0652)
247,1,(590,2.28142)
248,1,(1212,2.21119)
249,1,(1401,2.12947)
250,1,(445,2.05039)
251,1,(593,2.09331)
252,1,(1292,2.15201)
253,1,(1149,2.18621)
254,1,(1041,2.07051)
255,1,(1071,2.19929)
256,1,(886,2.31601)
257,1,(995,2.13687)
258,1,(156,2.09889)
259,1,(1280,2.13514)
260,1,(877,2.10644)
261,1,(1149,2.15674)
262,1,(93,2.12863)
263,1,(831,2.24344)
264,1,(413,2.09805)
265,1,(669,2.18889)
266,1,(681,2.22033)
267,1,(782,2.0804)
268,1,(451,2.08662)
269,1,(1004,2.1148)
270,1,(573,2.13675)
271,1,(127,2.1356)
272,1,(588,2.41914)
273,1,(1361,2.28182)
274,1,(796,2.07279)
275,1,(901,2.14526)
276,1,(925,2.1181)
277,1,(1338,2.27287)
278,1,(770,2.08234)
279,1,(1346,2.16038)
280,1,(782,2.13714)
281,1,(800,2.06371)
282,1,(1355,2.12426)
283,1,(700,2.20675)
284,1,(285,2.01266)
285,1,(284,2.01266)
286,1,(1412,2.12934)
287,1,(1067,2.2546)
288,1,(562,2.08759)
289,1,(1087,2.10298)
290,1,(577,2.12499)
291,1,(1087,2.06129)
292,1,(589,2.13909)
293,1,(496,2.16189)
294,1,(1087,2.05572)
295,1,(1403,2.09026)
296,1,(731,2.15448)
297,1,(858,2.14931)
298,1,(1293,2.12544)
299,1,(523,2.09481)
300,1,(558,2.06565)
301,1,(1392,2.16518)
302,1,(15,2.15928)
303,1,(477,2.21421)
304,1,(164,2.26007)
305,1,(740,2.32474)
306,1,(1037,2.14947)
307,1,(765,2.25723)
308,1,(1062,2.12182)
309,1,(1297,2.06961)
310,1,(1422,2.14188)
311,1,(808,2.08415)
312,1,(313,2.12557)
313,1,(344,2.10779)
314,1,(339,2.20637)
315,1,(368,2.17344)
316,1,(214,2.16785)
317,1,(447,2.24776)
318,1,(1182,2.19818)
319,1,(1077,2.0713)
320,1,(559,2.12162)
321,1,(750,2.09415)
322,1,(828,2.09402)
323,1,(776,2.13856)
324,1,(1113,2.28869)
325,1,(517,2.08785)
326,1,(1196,2.3065)
327,1,(70,2.23983)
328,1,(1242,2.0374)
329,1,(159,2.10946)
330,1,(5,2.14038)
331,1,(1402,2.11812)
332,1,(647,2.10742)
333,1,(475,2.18824)
334,1,(471,2.51079)
335,1,(640,2.10466)
336,1,(908,2.13361)
337,1,(1250,2.21539)
338,1,(1187,2.14097)
339,1,(1249,2.16453)
340,1,(668,2.39562)
341,1,(222,2.09189)
342,1,(880,2.06786)
343,1,(533,2.09857)
344,1,(647,2.10376)
345,1,(1446,2.1285)
346,1,(1307,2.33948)
347,1,(1266,2.1702)
348,1,(139,2.2178)
349,1,(777,2.09453)
350,1,(1252,2.20746)
351,1,(661,2.1207)
352,1,(546,2.09389)
353,1,(1119,2.17336)
354,1,(743,2.14505)
355,1,(384,2.20531)
356,1,(138,2.08305)
357,1,(1100,2.09421)
358,1,(352,2.14701)
359,1,(463,2.25657)
360,1,(1410,2.08935)
361,1,(1317,2.27093)
362,1,(236,2.0831)
363,1,(622,2.10266)
364,1,(42,2.2533)
365,1,(957,2.06792)
366,1,(27,2.09044)
367,1,(300,2.0926)
368,1,(315,2.17344)
369,1,(556,2.05863)
370,1,(1290,2.09753)
371,1,(457,2.05643)
372,1,(1066,2.07928)
373,1,(1337,2.05149)
374,1,(877,2.1667)
375,1,(734,2.12084)
376,1,(1230,2.18287)
377,1,(1117,2.26934)
378,1,(939,2.17448)
379,1,(1482,2.20494)
380,1,(395,2.13523)
381,1,(654,2.10998)
382,1,(840,2.08577)
383,1,(414,2.09312)
